🦥 Unsloth: Will patch your computer to enable 2x faster free finetuning.
INFO 11-29 20:59:21 [__init__.py:216] Automatically detected platform cuda.
🦥 Unsloth Zoo will now patch everything to make training faster!
INFO 11-29 20:59:34 [vllm_utils.py:700] Unsloth: Patching vLLM v1 graph capture
==((====))==  Unsloth 2025.11.2: Fast Qwen3 patching. Transformers: 4.56.2. vLLM: 0.11.0.
   \\   /|    NVIDIA RTX 6000 Ada Generation. Num GPUs = 1. Max memory: 47.372 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.8.0+cu128. CUDA: 8.9. CUDA Toolkit: 12.8. Triton: 3.4.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.32.post1. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
Unsloth: vLLM loading unsloth/Qwen3-4B-Instruct-2507 with actual GPU utilization = 59.41%
Unsloth: Your GPU has CUDA compute capability 8.9 with VRAM = 47.37 GB.
Unsloth: Using conservativeness = 1.0. Chunked prefill tokens = 2048. Num Sequences = 288.
Unsloth: vLLM's KV Cache can use up to 21.08 GB. Also swap space = 6 GB.
Unsloth: Not an error, but `device` is not supported in vLLM. Skipping.
INFO 11-29 20:59:36 [utils.py:233] non-default args: {'dtype': torch.bfloat16, 'seed': 0, 'max_model_len': 2048, 'enable_prefix_caching': True, 'swap_space': 6, 'gpu_memory_utilization': 0.5941472125626335, 'max_num_batched_tokens': 2048, 'max_num_seqs': 288, 'max_logprobs': 0, 'disable_log_stats': True, 'enable_lora': True, 'max_lora_rank': 64, 'enable_chunked_prefill': True, 'compilation_config': {"level":3,"debug_dump_path":"","cache_dir":"","backend":"inductor","custom_ops":[],"splitting_ops":null,"use_inductor":true,"compile_sizes":null,"inductor_compile_config":{"epilogue_fusion":true,"max_autotune":false,"shape_padding":true,"trace.enabled":false,"triton.cudagraphs":true,"debug":false,"dce":true,"memory_planning":true,"coordinate_descent_tuning":false,"trace.graph_diagram":false,"compile_threads":13,"group_fusion":true,"disable_progress":false,"verbose_progress":true,"triton.multi_kernel":0,"triton.use_block_ptr":true,"triton.enable_persistent_tma_matmul":true,"triton.autotune_at_compile_time":false,"triton.cooperative_reductions":false,"cuda.compile_opt_level":"-O2","cuda.enable_cuda_lto":true,"combo_kernels":false,"benchmark_combo_kernel":true,"combo_kernel_foreach_dynamic_shapes":true,"enable_auto_functionalized_v2":false},"inductor_passes":{},"cudagraph_mode":[2,1],"use_cudagraph":true,"cudagraph_num_of_warmups":1,"cudagraph_capture_sizes":null,"cudagraph_copy_inputs":false,"full_cuda_graph":false,"use_inductor_graph_partition":false,"pass_config":{},"max_capture_size":null,"local_cache_dir":null}, 'model': 'unsloth/Qwen3-4B-Instruct-2507'}
INFO 11-29 20:59:37 [model.py:547] Resolved architecture: Qwen3ForCausalLM
INFO 11-29 20:59:37 [model.py:1510] Using max model len 2048
INFO 11-29 20:59:40 [scheduler.py:205] Chunked prefill is enabled with max_num_batched_tokens=2048.
WARNING 11-29 20:59:40 [lora.py:92] `lora_extra_vocab_size` is deprecated and will be removed in v0.12.0. Additional vocabulary support for LoRA adapters is being phased out.
INFO 11-29 20:59:41 [core.py:77] Initializing a V1 LLM engine (v0.11.0) with config: model='unsloth/Qwen3-4B-Instruct-2507', speculative_config=None, tokenizer='unsloth/Qwen3-4B-Instruct-2507', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=2048, download_dir=None, load_format=auto, tensor_parallel_size=1, pipeline_parallel_size=1, data_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=False, kv_cache_dtype=auto, device_config=cuda, structured_outputs_config=StructuredOutputsConfig(backend='auto', disable_fallback=False, disable_any_whitespace=False, disable_additional_properties=False, reasoning_parser=''), observability_config=ObservabilityConfig(show_hidden_metrics_for_version=None, otlp_traces_endpoint=None, collect_detailed_traces=None), seed=0, served_model_name=unsloth/Qwen3-4B-Instruct-2507, enable_prefix_caching=True, chunked_prefill_enabled=True, pooler_config=None, compilation_config={"level":3,"debug_dump_path":"","cache_dir":"","backend":"inductor","custom_ops":[],"splitting_ops":["vllm.unified_attention","vllm.unified_attention_with_output","vllm.mamba_mixer2","vllm.mamba_mixer","vllm.short_conv","vllm.linear_attention","vllm.plamo2_mamba_mixer","vllm.gdn_attention","vllm.sparse_attn_indexer"],"use_inductor":true,"compile_sizes":[],"inductor_compile_config":{"epilogue_fusion":true,"max_autotune":false,"shape_padding":true,"trace.enabled":false,"triton.cudagraphs":true,"debug":false,"dce":true,"memory_planning":true,"coordinate_descent_tuning":false,"trace.graph_diagram":false,"compile_threads":13,"group_fusion":true,"disable_progress":false,"verbose_progress":true,"triton.multi_kernel":0,"triton.use_block_ptr":true,"triton.enable_persistent_tma_matmul":true,"triton.autotune_at_compile_time":false,"triton.cooperative_reductions":false,"cuda.compile_opt_level":"-O2","cuda.enable_cuda_lto":true,"combo_kernels":false,"benchmark_combo_kernel":true,"combo_kernel_foreach_dynamic_shapes":true,"enable_auto_functionalized_v2":false},"inductor_passes":{},"cudagraph_mode":[2,1],"use_cudagraph":true,"cudagraph_num_of_warmups":1,"cudagraph_capture_sizes":[512,504,496,488,480,472,464,456,448,440,432,424,416,408,400,392,384,376,368,360,352,344,336,328,320,312,304,296,288,280,272,264,256,248,240,232,224,216,208,200,192,184,176,168,160,152,144,136,128,120,112,104,96,88,80,72,64,56,48,40,32,24,16,8,4,2,1],"cudagraph_copy_inputs":false,"full_cuda_graph":false,"use_inductor_graph_partition":false,"pass_config":{},"max_capture_size":512,"local_cache_dir":null}
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
INFO 11-29 20:59:41 [parallel_state.py:1208] rank 0 in world size 1 is assigned as DP rank 0, PP rank 0, TP rank 0, EP rank 0
WARNING 11-29 20:59:41 [topk_topp_sampler.py:66] FlashInfer is not available. Falling back to the PyTorch-native implementation of top-p & top-k sampling. For the best performance, please install FlashInfer.
INFO 11-29 20:59:41 [gpu_model_runner.py:2602] Starting to load model unsloth/Qwen3-4B-Instruct-2507...
INFO 11-29 20:59:42 [gpu_model_runner.py:2634] Loading model from scratch...
INFO 11-29 20:59:42 [cuda.py:366] Using Flash Attention backend on V1 engine.
INFO 11-29 20:59:42 [weight_utils.py:392] Using model weights format ['*.safetensors']
INFO 11-29 20:59:44 [default_loader.py:267] Loading weights took 1.40 seconds
INFO 11-29 20:59:44 [punica_selector.py:19] Using PunicaWrapperGPU.
INFO 11-29 20:59:45 [gpu_model_runner.py:2653] Model loading took 7.8112 GiB and 2.309663 seconds
INFO 11-29 20:59:58 [backends.py:548] Using cache directory: /hpc/home/bfa6/.cache/vllm/torch_compile_cache/77eaa9e60d/rank_0_0/backbone for vLLM's torch.compile
INFO 11-29 20:59:58 [backends.py:559] Dynamo bytecode transform time: 13.15 s
INFO 11-29 21:00:06 [backends.py:164] Directly load the compiled graph(s) for dynamic shape from the cache, took 6.834 s
INFO 11-29 21:00:08 [monitor.py:34] torch.compile takes 13.15 s in total
INFO 11-29 21:00:09 [gpu_worker.py:298] Available KV cache memory: 18.74 GiB
INFO 11-29 21:00:10 [kv_cache_utils.py:1087] GPU KV cache size: 136,464 tokens
INFO 11-29 21:00:10 [kv_cache_utils.py:1091] Maximum concurrency for 2,048 tokens per request: 66.63x
INFO 11-29 21:00:10 [vllm_utils.py:705] Unsloth: Running patched vLLM v1 `capture_model`.
INFO 11-29 21:00:20 [gpu_model_runner.py:3480] Graph capturing finished in 10 secs, took 1.25 GiB
INFO 11-29 21:00:20 [vllm_utils.py:712] Unsloth: Patched vLLM v1 graph capture finished in 10 secs.
INFO 11-29 21:00:21 [core.py:210] init engine (profile, create kv cache, warmup model) took 35.87 seconds
INFO 11-29 21:00:21 [llm.py:306] Supported_tasks: ('generate',)
Unsloth: Just some info: will skip parsing ['q_norm', 'post_attention_layernorm', 'post_feedforward_layernorm', 'pre_feedforward_layernorm', 'attention_norm', 'norm1', 'layer_norm1', 'k_norm', 'layer_norm2', 'post_layernorm', 'ffn_norm', 'norm', 'norm2', 'input_layernorm']
Performing substitution for additional_keys=set()
Unsloth: Just some info: will skip parsing ['q_norm', 'post_attention_layernorm', 'post_feedforward_layernorm', 'pre_feedforward_layernorm', 'attention_norm', 'norm1', 'layer_norm1', 'cross_attn_post_attention_layernorm', 'k_norm', 'layer_norm2', 'cross_attn_input_layernorm', 'post_layernorm', 'ffn_norm', 'norm', 'norm2', 'input_layernorm']
==((====))==  Unsloth 2025.11.2: Fast Qwen3 patching. Transformers: 4.56.2. vLLM: 0.11.0.
   \\   /|    NVIDIA RTX 6000 Ada Generation. Num GPUs = 1. Max memory: 47.372 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.8.0+cu128. CUDA: 8.9. CUDA Toolkit: 12.8. Triton: 3.4.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.32.post1. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
WARNING 11-29 21:00:45 [processor.py:215] vLLM has deprecated support for supporting different tokenizers for different LoRAs. By default, vLLM uses base model's tokenizer. If you are using a LoRA with its own tokenizer, consider specifying `--tokenizer [lora_path]` to use the LoRA tokenizer.
{'loss': -0.0031, 'grad_norm': 2.464130401611328, 'learning_rate': 0.0, 'num_tokens': 2898.0, 'completions/mean_length': 146.5, 'completions/min_length': 137.0, 'completions/max_length': 152.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 146.5, 'completions/min_terminated_length': 137.0, 'completions/max_terminated_length': 152.0, 'rewards/calculate_rewards/mean': 0.6014506816864014, 'rewards/calculate_rewards/std': 0.22202140092849731, 'reward': 0.6014506816864014, 'reward_std': 0.22202140092849731, 'frac_reward_zero_std': 0.0, 'completion_length': 146.5, 'kl': 0.0, 'sampling/sampling_logp_difference/mean': 0.06078793480992317, 'sampling/sampling_logp_difference/max': 1.5177648067474365, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.9897500872612, 'sampling/importance_sampling_ratio/max': 1.9450656175613403, 'epoch': 0.0}
Unsloth: Will smartly offload gradients to save VRAM!
{'loss': -0.0027, 'grad_norm': 2.9381017684936523, 'learning_rate': 1.0000000000000002e-06, 'num_tokens': 5775.0, 'completions/mean_length': 61.25, 'completions/min_length': 51.0, 'completions/max_length': 73.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 61.25, 'completions/min_terminated_length': 51.0, 'completions/max_terminated_length': 73.0, 'rewards/calculate_rewards/mean': -0.06235343590378761, 'rewards/calculate_rewards/std': 0.27529314160346985, 'reward': -0.06235343590378761, 'reward_std': 0.27529314160346985, 'frac_reward_zero_std': 0.0, 'completion_length': 61.25, 'kl': 0.0, 'sampling/sampling_logp_difference/mean': 0.06796462088823318, 'sampling/sampling_logp_difference/max': 1.4055819511413574, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.8637185096740723, 'sampling/importance_sampling_ratio/max': 1.611461877822876, 'epoch': 0.0}
{'loss': -0.0019, 'grad_norm': 3.429666042327881, 'learning_rate': 2.0000000000000003e-06, 'num_tokens': 8784.0, 'completions/mean_length': 64.25, 'completions/min_length': 50.0, 'completions/max_length': 79.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 64.25, 'completions/min_terminated_length': 50.0, 'completions/max_terminated_length': 79.0, 'rewards/calculate_rewards/mean': 0.21411482989788055, 'rewards/calculate_rewards/std': 0.2762661576271057, 'reward': 0.21411482989788055, 'reward_std': 0.2762661278247833, 'frac_reward_zero_std': 0.0, 'completion_length': 64.25, 'kl': 0.0034858076833188534, 'sampling/sampling_logp_difference/mean': 0.06604138761758804, 'sampling/sampling_logp_difference/max': 1.4283757209777832, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.8307070136070251, 'sampling/importance_sampling_ratio/max': 1.5109474658966064, 'epoch': 0.0}
{'loss': -0.0049, 'grad_norm': 2.31349778175354, 'learning_rate': 3e-06, 'num_tokens': 11858.0, 'completions/mean_length': 87.5, 'completions/min_length': 63.0, 'completions/max_length': 118.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 87.5, 'completions/min_terminated_length': 63.0, 'completions/max_terminated_length': 118.0, 'rewards/calculate_rewards/mean': 0.20383062958717346, 'rewards/calculate_rewards/std': 0.2693784832954407, 'reward': 0.20383062958717346, 'reward_std': 0.2693784832954407, 'frac_reward_zero_std': 0.0, 'completion_length': 87.5, 'kl': 0.002254455117508769, 'sampling/sampling_logp_difference/mean': 0.05511049926280975, 'sampling/sampling_logp_difference/max': 1.06520414352417, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.769393801689148, 'sampling/importance_sampling_ratio/max': 1.5630475282669067, 'epoch': 0.0}
{'loss': -0.0022, 'grad_norm': 2.4769906997680664, 'learning_rate': 4.000000000000001e-06, 'num_tokens': 14668.0, 'completions/mean_length': 96.5, 'completions/min_length': 75.0, 'completions/max_length': 126.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 96.5, 'completions/min_terminated_length': 75.0, 'completions/max_terminated_length': 126.0, 'rewards/calculate_rewards/mean': 0.17935779690742493, 'rewards/calculate_rewards/std': 0.2533334195613861, 'reward': 0.17935779690742493, 'reward_std': 0.2533333897590637, 'frac_reward_zero_std': 0.0, 'completion_length': 96.5, 'kl': 0.0015477228444069624, 'sampling/sampling_logp_difference/mean': 0.0765773132443428, 'sampling/sampling_logp_difference/max': 0.9721376895904541, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.8157073259353638, 'sampling/importance_sampling_ratio/max': 1.7303696870803833, 'epoch': 0.01}
{'loss': -0.0044, 'grad_norm': 2.393507480621338, 'learning_rate': 5e-06, 'num_tokens': 17802.0, 'completions/mean_length': 87.5, 'completions/min_length': 83.0, 'completions/max_length': 94.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 87.5, 'completions/min_terminated_length': 83.0, 'completions/max_terminated_length': 94.0, 'rewards/calculate_rewards/mean': 0.46574801206588745, 'rewards/calculate_rewards/std': 0.27009478211402893, 'reward': 0.46574801206588745, 'reward_std': 0.27009478211402893, 'frac_reward_zero_std': 0.0, 'completion_length': 87.5, 'kl': 0.0027265497483313084, 'sampling/sampling_logp_difference/mean': 0.06573796272277832, 'sampling/sampling_logp_difference/max': 1.0196197032928467, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.9620056748390198, 'sampling/importance_sampling_ratio/max': 1.5346733331680298, 'epoch': 0.01}
{'loss': -0.0142, 'grad_norm': 3.6687068939208984, 'learning_rate': 6e-06, 'num_tokens': 21287.0, 'completions/mean_length': 70.25, 'completions/min_length': 54.0, 'completions/max_length': 84.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 70.25, 'completions/min_terminated_length': 54.0, 'completions/max_terminated_length': 84.0, 'rewards/calculate_rewards/mean': 0.07702701538801193, 'rewards/calculate_rewards/std': 0.31999027729034424, 'reward': 0.07702701538801193, 'reward_std': 0.31999027729034424, 'frac_reward_zero_std': 0.0, 'completion_length': 70.25, 'kl': 0.005361041519790888, 'sampling/sampling_logp_difference/mean': 0.0805748850107193, 'sampling/sampling_logp_difference/max': 1.9271011352539062, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.8574766516685486, 'sampling/importance_sampling_ratio/max': 1.568471908569336, 'epoch': 0.01}
{'loss': -0.0116, 'grad_norm': 2.645677328109741, 'learning_rate': 7.000000000000001e-06, 'num_tokens': 24542.0, 'completions/mean_length': 103.75, 'completions/min_length': 62.0, 'completions/max_length': 142.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 103.75, 'completions/min_terminated_length': 62.0, 'completions/max_terminated_length': 142.0, 'rewards/calculate_rewards/mean': 0.19799692928791046, 'rewards/calculate_rewards/std': 0.26581627130508423, 'reward': 0.19799692928791046, 'reward_std': 0.26581624150276184, 'frac_reward_zero_std': 0.0, 'completion_length': 103.75, 'kl': 0.003530510002747178, 'sampling/sampling_logp_difference/mean': 0.07401202619075775, 'sampling/sampling_logp_difference/max': 1.4763081073760986, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.7642810344696045, 'sampling/importance_sampling_ratio/max': 2.0, 'epoch': 0.01}
{'loss': 0.0053, 'grad_norm': 1.810526967048645, 'learning_rate': 8.000000000000001e-06, 'num_tokens': 27924.0, 'completions/mean_length': 94.5, 'completions/min_length': 82.0, 'completions/max_length': 117.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 94.5, 'completions/min_terminated_length': 82.0, 'completions/max_terminated_length': 117.0, 'rewards/calculate_rewards/mean': 0.7355072498321533, 'rewards/calculate_rewards/std': 0.27980777621269226, 'reward': 0.7355072498321533, 'reward_std': 0.2798077464103699, 'frac_reward_zero_std': 0.0, 'completion_length': 94.5, 'kl': 0.0016341999871656299, 'sampling/sampling_logp_difference/mean': 0.07880296558141708, 'sampling/sampling_logp_difference/max': 1.2403035163879395, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.8433209657669067, 'sampling/importance_sampling_ratio/max': 1.6104239225387573, 'epoch': 0.01}
{'loss': -0.0009, 'grad_norm': 0.5258305072784424, 'learning_rate': 9e-06, 'num_tokens': 33885.0, 'completions/mean_length': 543.25, 'completions/min_length': 537.0, 'completions/max_length': 548.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 543.25, 'completions/min_terminated_length': 537.0, 'completions/max_terminated_length': 548.0, 'rewards/calculate_rewards/mean': 0.3151523768901825, 'rewards/calculate_rewards/std': 0.14930081367492676, 'reward': 0.3151523768901825, 'reward_std': 0.14930082857608795, 'frac_reward_zero_std': 0.0, 'completion_length': 543.25, 'kl': 0.0005066964658908546, 'sampling/sampling_logp_difference/mean': 0.018593160435557365, 'sampling/sampling_logp_difference/max': 0.6693508625030518, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 1.000457525253296, 'sampling/importance_sampling_ratio/max': 1.7159048318862915, 'epoch': 0.01}
{'loss': -0.0047, 'grad_norm': 2.257750988006592, 'learning_rate': 1e-05, 'num_tokens': 36878.0, 'completions/mean_length': 89.25, 'completions/min_length': 80.0, 'completions/max_length': 102.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 89.25, 'completions/min_terminated_length': 80.0, 'completions/max_terminated_length': 102.0, 'rewards/calculate_rewards/mean': 0.061538465321063995, 'rewards/calculate_rewards/std': 0.5230769515037537, 'reward': 0.061538465321063995, 'reward_std': 0.5230769515037537, 'frac_reward_zero_std': 0.0, 'completion_length': 89.25, 'kl': 0.001908969017677009, 'sampling/sampling_logp_difference/mean': 0.04664169251918793, 'sampling/sampling_logp_difference/max': 2.0421218872070312, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.888178288936615, 'sampling/importance_sampling_ratio/max': 1.4299818277359009, 'epoch': 0.01}
{'loss': -0.0045, 'grad_norm': 2.024385929107666, 'learning_rate': 1.1000000000000001e-05, 'num_tokens': 40098.0, 'completions/mean_length': 91.0, 'completions/min_length': 62.0, 'completions/max_length': 113.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 91.0, 'completions/min_terminated_length': 62.0, 'completions/max_terminated_length': 113.0, 'rewards/calculate_rewards/mean': 0.19180704653263092, 'rewards/calculate_rewards/std': 0.49462902545928955, 'reward': 0.19180704653263092, 'reward_std': 0.49462902545928955, 'frac_reward_zero_std': 0.0, 'completion_length': 91.0, 'kl': 0.003917718771845102, 'sampling/sampling_logp_difference/mean': 0.05225516855716705, 'sampling/sampling_logp_difference/max': 1.4311943054199219, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.8340661525726318, 'sampling/importance_sampling_ratio/max': 1.559127688407898, 'epoch': 0.01}
